"","rowname","Mode1","Mode2","Mode3","rowname","Mode1","Mode2","Mode3"
"239","heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ED",0.534133337203486,-0.0889675678115417,-0.0879141499501217,"28",NA,NA,NA
"240","heart_texture_GrayLevelVariance_gldm_MYO_ED",0.306972319889899,-0.157946054371796,0.0425142628892579,"29",NA,NA,NA
"241","heart_texture_DependenceVariance_gldm_MYO_ED",-0.478168350913164,0.0745396103641559,0.0689212275609158,"30",NA,NA,NA
"242","heart_texture_DependenceEntropy_gldm_MYO_ED",-0.394080514010325,-0.0164319769074305,0.170895942201528,"31",NA,NA,NA
"243","heart_texture_LowGrayLevelEmphasis_gldm_MYO_ED",0.0838615056034233,0.374277073869476,-0.620720567185428,"32",NA,NA,NA
"244","heart_texture_HighGrayLevelEmphasis_gldm_MYO_ED",0.0331225812112008,-0.377393729896695,0.576054037299444,"33",NA,NA,NA
"245","heart_texture_SmallDependenceLowGrayLevelEmphasis_gldm_MYO_ED",0.343557765590391,0.188586675973546,-0.550595501103257,"34",NA,NA,NA
"246","heart_texture_SmallDependenceHighGrayLevelEmphasis_gldm_MYO_ED",0.318115342904501,-0.338877882451414,0.315084909114285,"35",NA,NA,NA
"247","heart_texture_LargeDependenceLowGrayLevelEmphasis_gldm_MYO_ED",-0.157336488767033,0.359258743834289,-0.458629235917314,"36",NA,NA,NA
"248","heart_texture_LargeDependenceHighGrayLevelEmphasis_gldm_MYO_ED",-0.416697650250799,-0.206643643456509,0.547934693897933,"37",NA,NA,NA
"249","heart_texture_SmallDependenceEmphasis_gldm_MYO_ES",0.416943090143414,-0.222673968251394,0.0414933445882298,"38",NA,NA,NA
"250","heart_texture_LargeDependenceEmphasis_gldm_MYO_ES",-0.430768020251256,0.117444936828341,0.139400006043787,"39",NA,NA,NA
"251","heart_texture_GrayLevelNonUniformity_gldm_MYO_ES",-0.743681864438815,0.104401819144279,0.0412674737135785,"40",NA,NA,NA
"252","heart_texture_DependenceNonUniformity_gldm_MYO_ES",-0.753043779688153,-0.123127581372405,-0.087384435800023,"41",NA,NA,NA
"253","heart_texture_DependenceNonUniformityNormalized_gldm_MYO_ES",0.313191351279651,-0.0687125967455043,-0.137118543788865,"42",NA,NA,NA
"254","heart_texture_GrayLevelVariance_gldm_MYO_ES",0.0670815875139406,-0.273128909284015,-0.00922108619362134,"43",NA,NA,NA
"255","heart_texture_DependenceVariance_gldm_MYO_ES",-0.31903198270105,0.0906479642038669,0.162659464390526,"44",NA,NA,NA
"256","heart_texture_DependenceEntropy_gldm_MYO_ES",-0.246057559425147,-0.290367481808652,-0.0169205303911005,"45",NA,NA,NA
"257","heart_texture_LowGrayLevelEmphasis_gldm_MYO_ES",0.00352277288452816,0.482075613122048,-0.449932667348813,"46",NA,NA,NA
"258","heart_texture_HighGrayLevelEmphasis_gldm_MYO_ES",0.0152889521841871,-0.54982524495535,0.419162754816899,"47",NA,NA,NA
"259","heart_texture_SmallDependenceLowGrayLevelEmphasis_gldm_MYO_ES",0.2332908491761,0.303301371895615,-0.441113433327248,"48",NA,NA,NA
"260","heart_texture_SmallDependenceHighGrayLevelEmphasis_gldm_MYO_ES",0.175196555321379,-0.378561718564418,0.281030827340517,"49",NA,NA,NA
"261","heart_texture_LargeDependenceLowGrayLevelEmphasis_gldm_MYO_ES",-0.1625316600509,0.474495247631763,-0.304321246850987,"50",NA,NA,NA
"262","heart_texture_LargeDependenceHighGrayLevelEmphasis_gldm_MYO_ES",-0.202704012320114,-0.432521630758658,0.418865990634876,"51",NA,NA,NA
